VehicleKey,VehicleID,Make,Model,Year,FuelType,Transmission,Engine,NumberOfDoors,Drivetrain,MaxPower,Price
6330,Mitsubishi_Lancer_2015,Mitsubishi,Lancer,2015,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,148,17395
6336,Mitsubishi_Lancer_2016,Mitsubishi,Lancer,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,148,18595
6343,Mitsubishi_Lancer_2017,Mitsubishi,Lancer,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,168,20295
6348,Toyota_Land Cruiser_2015,Toyota,Land Cruiser,2015,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,381,80155
6349,Toyota_Land Cruiser_2016,Toyota,Land Cruiser,2016,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,381,83825
6350,Toyota_Land Cruiser_2017,Toyota,Land Cruiser,2017,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,381,84325
6351,Maybach_Landaulet_2011,Maybach,Landaulet,2011,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,620,1380000
6352,Maybach_Landaulet_2012,Maybach,Landaulet,2012,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,620,1382750
6353,Plymouth_Laser_1992,Plymouth,Laser,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,92,2000
6357,Plymouth_Laser_1993,Plymouth,Laser,1993,regular unleaded,MANUAL,4-cylinder,2,all wheel drive,195,2000
6361,Plymouth_Laser_1994,Plymouth,Laser,1994,regular unleaded,MANUAL,4-cylinder,2,all wheel drive,195,2000
6365,Chrysler_Le Baron_1993,Chrysler,Le Baron,1993,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,141,2000
6373,Chrysler_Le Baron_1994,Chrysler,Le Baron,1994,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,141,2000
6376,Chrysler_Le Baron_1995,Chrysler,Le Baron,1995,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,141,2000
6377,Pontiac_Le Mans_1991,Pontiac,Le Mans,1991,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,74,2000
6380,Pontiac_Le Mans_1992,Pontiac,Le Mans,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,74,2000
6383,Pontiac_Le Mans_1993,Pontiac,Le Mans,1993,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,74,2000
6386,Nissan_Leaf_2014,Nissan,Leaf,2014,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,35020
6389,Nissan_Leaf_2015,Nissan,Leaf,2015,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,32100
6393,Nissan_Leaf_2016,Nissan,Leaf,2016,electric,DIRECT_DRIVE,0-cylinder,4,front wheel drive,,29010
6396,Subaru_Legacy_2015,Subaru,Legacy,2015,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,175,26495
6403,Subaru_Legacy_2016,Subaru,Legacy,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,175,21745
6410,Subaru_Legacy_2017,Subaru,Legacy,2017,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,256,31640
6415,Acura_Legend_1993,Acura,Legend,1993,regular unleaded,MANUAL,6-cylinder,4,front wheel drive,200,2000
6420,Acura_Legend_1994,Acura,Legend,1994,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,230,2181
6425,Acura_Legend_1995,Acura,Legend,1995,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,2356
6431,Buick_LeSabre_2003,Buick,LeSabre,2003,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,25645
6433,Buick_LeSabre_2004,Buick,LeSabre,2004,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,26040
6435,Buick_LeSabre_2005,Buick,LeSabre,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,26725
6437,Maserati_Levante_2017,Maserati,Levante,2017,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,424,83000
6439,Lexus_LFA_2012,Lexus,LFA,2012,premium unleaded (required),AUTOMATED_MANUAL,10-cylinder,2,rear wheel drive,552,375000
6440,Chrysler_LHS_1999,Chrysler,LHS,1999,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,253,2000
6441,Chrysler_LHS_2000,Chrysler,LHS,2000,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,253,2087
6442,Chrysler_LHS_2001,Chrysler,LHS,2001,premium unleaded (required),AUTOMATIC,6-cylinder,4,front wheel drive,253,28680
6443,Subaru_Loyale_1992,Subaru,Loyale,1992,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,90,2000
6447,Subaru_Loyale_1993,Subaru,Loyale,1993,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,90,2000
6451,Subaru_Loyale_1994,Subaru,Loyale,1994,regular unleaded,MANUAL,4-cylinder,4,four wheel drive,90,2000
6452,Land Rover_LR2_2013,Land Rover,LR2,2013,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,240,36400
6455,Land Rover_LR2_2014,Land Rover,LR2,2014,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,240,36600
6458,Land Rover_LR2_2015,Land Rover,LR2,2015,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,all wheel drive,240,36600
6461,Land Rover_LR3_2008,Land Rover,LR3,2008,premium unleaded (required),AUTOMATIC,8-cylinder,4,four wheel drive,300,48525
6463,Land Rover_LR3_2009,Land Rover,LR3,2009,premium unleaded (required),AUTOMATIC,8-cylinder,4,four wheel drive,300,45975
6464,Land Rover_LR4_2014,Land Rover,LR4,2014,premium unleaded (required),AUTOMATIC,6-cylinder,4,four wheel drive,340,49700
6468,Land Rover_LR4_2015,Land Rover,LR4,2015,premium unleaded (required),AUTOMATIC,6-cylinder,4,four wheel drive,340,60600
6471,Land Rover_LR4_2016,Land Rover,LR4,2016,premium unleaded (required),AUTOMATIC,6-cylinder,4,four wheel drive,340,50400
6474,Lexus_LS 400_1998,Lexus,LS 400,1998,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,290,4207
6475,Lexus_LS 400_1999,Lexus,LS 400,1999,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,290,4556
6476,Lexus_LS 400_2000,Lexus,LS 400,2000,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,290,5035
6477,Lexus_LS 430_2004,Lexus,LS 430,2004,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,290,55375
6478,Lexus_LS 430_2005,Lexus,LS 430,2005,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,290,56225
6479,Lexus_LS 430_2006,Lexus,LS 430,2006,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,278,56525
6480,Lexus_LS 460_2015,Lexus,LS 460,2015,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,360,82305
6486,Lexus_LS 460_2016,Lexus,LS 460,2016,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,360,75465
6490,Lexus_LS 460_2017,Lexus,LS 460,2017,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,359,82305
6494,Lexus_LS 600h L_2014,Lexus,LS 600h L,2014,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,438,120060
6495,Lexus_LS 600h L_2015,Lexus,LS 600h L,2015,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,438,120440
6496,Lexus_LS 600h L_2016,Lexus,LS 600h L,2016,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,438,120440
6497,Lincoln_LS_2004,Lincoln,LS,2004,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,232,36770
6502,Lincoln_LS_2005,Lincoln,LS,2005,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,280,43590
6507,Lincoln_LS_2006,Lincoln,LS,2006,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,280,39285
6508,Oldsmobile_LSS_1997,Oldsmobile,LSS,1997,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,240,2136
6510,Oldsmobile_LSS_1998,Oldsmobile,LSS,1998,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,195,2283
6512,Oldsmobile_LSS_1999,Oldsmobile,LSS,1999,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,240,2681
6514,Ford_LTD Crown Victoria_1990,Ford,LTD Crown Victoria,1990,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,150,2000
6520,Ford_LTD Crown Victoria_1991,Ford,LTD Crown Victoria,1991,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,150,2000
6527,Buick_Lucerne_2009,Buick,Lucerne,2009,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,front wheel drive,292,40205
6535,Buick_Lucerne_2010,Buick,Lucerne,2010,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,227,35730
6544,Buick_Lucerne_2011,Buick,Lucerne,2011,flex-fuel (unleaded/E85),AUTOMATIC,6-cylinder,4,front wheel drive,227,29730
6548,Chevrolet_Lumina Minivan_1994,Chevrolet,Lumina Minivan,1994,regular unleaded,AUTOMATIC,6-cylinder,3,front wheel drive,120,2000
6550,Chevrolet_Lumina Minivan_1995,Chevrolet,Lumina Minivan,1995,regular unleaded,AUTOMATIC,6-cylinder,3,front wheel drive,120,2000
6552,Chevrolet_Lumina Minivan_1996,Chevrolet,Lumina Minivan,1996,regular unleaded,AUTOMATIC,6-cylinder,3,front wheel drive,180,2000
6554,Chevrolet_Lumina_1999,Chevrolet,Lumina,1999,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,160,2000
6557,Chevrolet_Lumina_2000,Chevrolet,Lumina,2000,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,175,2100
6558,Chevrolet_Lumina_2001,Chevrolet,Lumina,2001,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,175,18890
6559,Lexus_LX 450_1996,Lexus,LX 450,1996,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,212,3667
6560,Lexus_LX 450_1997,Lexus,LX 450,1997,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,212,4282
6561,Lexus_LX 470_2005,Lexus,LX 470,2005,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,235,65225
6562,Lexus_LX 470_2006,Lexus,LX 470,2006,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,275,67395
6563,Lexus_LX 470_2007,Lexus,LX 470,2007,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,268,67395
6564,Lexus_LX 570_2015,Lexus,LX 570,2015,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,four wheel drive,383,83180
6565,Lexus_LX 570_2016,Lexus,LX 570,2016,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,four wheel drive,383,88880
6566,Lexus_LX 570_2017,Lexus,LX 570,2017,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,four wheel drive,383,89380
6567,Mercedes-Benz_M-Class_2013,Mercedes-Benz,M-Class,2013,diesel,AUTOMATIC,6-cylinder,4,all wheel drive,240,51270
6572,Mercedes-Benz_M-Class_2014,Mercedes-Benz,M-Class,2014,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,518,97250
6577,Mercedes-Benz_M-Class_2015,Mercedes-Benz,M-Class,2015,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,329,62900
6582,BMW_M2_2016,BMW,M2,2016,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,365,51700
6583,BMW_M2_2017,BMW,M2,2017,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,365,51700
6584,Infiniti_M30_1990,Infiniti,M30,1990,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,162,2000
6585,Infiniti_M30_1991,Infiniti,M30,1991,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,162,2000
6587,Infiniti_M30_1992,Infiniti,M30,1992,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,162,2000
6589,Infiniti_M35_2008,Infiniti,M35,2008,premium unleaded (required),AUTOMATIC,6-cylinder,4,rear wheel drive,275,43900
6591,Infiniti_M35_2009,Infiniti,M35,2009,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,303,45800
6593,Infiniti_M35_2010,Infiniti,M35,2010,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,rear wheel drive,303,45800
6595,Infiniti_M37_2011,Infiniti,M37,2011,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,330,49200
6597,BMW_M3_2015,BMW,M3,2015,premium unleaded (required),MANUAL,6-cylinder,4,rear wheel drive,425,62000
6598,BMW_M3_2016,BMW,M3,2016,premium unleaded (required),MANUAL,6-cylinder,4,rear wheel drive,425,63500
6599,BMW_M3_2017,BMW,M3,2017,premium unleaded (required),MANUAL,6-cylinder,4,rear wheel drive,425,64000
6600,BMW_M4 GTS_2016,BMW,M4 GTS,2016,premium unleaded (required),AUTOMATED_MANUAL,6-cylinder,2,rear wheel drive,493,133205
6601,Infiniti_M45_2008,Infiniti,M45,2008,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,325,50250
6603,Infiniti_M45_2009,Infiniti,M45,2009,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,325,52150
6605,Infiniti_M45_2010,Infiniti,M45,2010,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,325,54650
6607,BMW_M4_2015,BMW,M4,2015,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,425,64200
6609,BMW_M4_2016,BMW,M4,2016,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,425,74200
6611,BMW_M4_2017,BMW,M4,2017,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,425,74700
6613,Infiniti_M56_2011,Infiniti,M56,2011,premium unleaded (required),AUTOMATIC,8-cylinder,4,all wheel drive,420,60950
6615,BMW_M5_2014,BMW,M5,2014,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,rear wheel drive,552,92900
6616,BMW_M5_2015,BMW,M5,2015,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,rear wheel drive,560,93600
6617,BMW_M5_2016,BMW,M5,2016,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,rear wheel drive,560,94100
6618,BMW_M6 Gran Coupe_2015,BMW,M6 Gran Coupe,2015,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,rear wheel drive,560,115700
6619,BMW_M6 Gran Coupe_2016,BMW,M6 Gran Coupe,2016,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,rear wheel drive,552,117200
6620,BMW_M6 Gran Coupe_2017,BMW,M6 Gran Coupe,2017,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,rear wheel drive,560,117500
6621,BMW_M6_2015,BMW,M6,2015,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,560,118200
6623,BMW_M6_2016,BMW,M6,2016,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,552,119700
6625,BMW_M6_2017,BMW,M6,2017,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,560,113700
6627,Porsche_Macan_2015,Porsche,Macan,2015,premium unleaded (required),AUTOMATED_MANUAL,6-cylinder,4,all wheel drive,400,72300
6629,Porsche_Macan_2016,Porsche,Macan,2016,premium unleaded (required),AUTOMATED_MANUAL,6-cylinder,4,all wheel drive,340,52600
6631,Porsche_Macan_2017,Porsche,Macan,2017,premium unleaded (required),AUTOMATED_MANUAL,6-cylinder,4,all wheel drive,360,67200
6635,Dodge_Magnum_2006,Dodge,Magnum,2006,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,340,32855
6640,Dodge_Magnum_2007,Dodge,Magnum,2007,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,250,29860
6645,Dodge_Magnum_2008,Dodge,Magnum,2008,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,rear wheel drive,425,38105
6651,Chevrolet_Malibu Classic_2008,Chevrolet,Malibu Classic,2008,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,219,20320
6654,Chevrolet_Malibu Hybrid_2008,Chevrolet,Malibu Hybrid,2008,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,164,23640
6655,Chevrolet_Malibu Hybrid_2009,Chevrolet,Malibu Hybrid,2009,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,164,25555
6656,Chevrolet_Malibu Hybrid_2010,Chevrolet,Malibu Hybrid,2010,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,164,25925
6657,Chevrolet_Malibu Limited_2016,Chevrolet,Malibu Limited,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,197,23835
6661,Chevrolet_Malibu Maxx_2005,Chevrolet,Malibu Maxx,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,24610
6664,Chevrolet_Malibu Maxx_2006,Chevrolet,Malibu Maxx,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,201,23465
6668,Chevrolet_Malibu Maxx_2007,Chevrolet,Malibu Maxx,2007,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,217,20575
6672,Chevrolet_Malibu_2015,Chevrolet,Malibu,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,196,28195
6679,Chevrolet_Malibu_2016,Chevrolet,Malibu,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,160,21625
6686,Chevrolet_Malibu_2017,Chevrolet,Malibu,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,160,25125
6691,Lincoln_Mark LT_2006,Lincoln,Mark LT,2006,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,300,38680
6693,Lincoln_Mark LT_2007,Lincoln,Mark LT,2007,regular unleaded,AUTOMATIC,8-cylinder,4,four wheel drive,300,41225
6697,Lincoln_Mark LT_2008,Lincoln,Mark LT,2008,regular unleaded,AUTOMATIC,8-cylinder,4,rear wheel drive,300,38915
6701,Lincoln_Mark VIII_1996,Lincoln,Mark VIII,1996,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,280,2000
6703,Lincoln_Mark VIII_1997,Lincoln,Mark VIII,1997,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,280,2263
6705,Lincoln_Mark VIII_1998,Lincoln,Mark VIII,1998,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,280,2411
6707,Lincoln_Mark VII_1990,Lincoln,Mark VII,1990,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,225,2000
6709,Lincoln_Mark VII_1991,Lincoln,Mark VII,1991,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,225,2000
6711,Lincoln_Mark VII_1992,Lincoln,Mark VII,1992,regular unleaded,AUTOMATIC,8-cylinder,2,rear wheel drive,225,2000
6713,Toyota_Matrix_2011,Toyota,Matrix,2011,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,132,19685
6718,Toyota_Matrix_2012,Toyota,Matrix,2012,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,158,21715
6723,Toyota_Matrix_2013,Toyota,Matrix,2013,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,132,20115
6728,Nissan_Maxima_2014,Nissan,Maxima,2014,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,290,34380
6730,Nissan_Maxima_2016,Nissan,Maxima,2016,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,300,36990
6735,Nissan_Maxima_2017,Nissan,Maxima,2017,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,300,34590
6740,Mercedes-Benz_Maybach_2016,Mercedes-Benz,Maybach,2016,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,523,189350
6741,Mercedes-Benz_Maybach_2017,Mercedes-Benz,Maybach,2017,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,523,191300
6742,Mazda_Mazdaspeed 3_2011,Mazda,Mazdaspeed 3,2011,premium unleaded (required),MANUAL,4-cylinder,4,front wheel drive,263,23700
6743,Mazda_Mazdaspeed 3_2012,Mazda,Mazdaspeed 3,2012,premium unleaded (required),MANUAL,4-cylinder,4,front wheel drive,263,24000
6744,Mazda_Mazdaspeed 3_2013,Mazda,Mazdaspeed 3,2013,premium unleaded (required),MANUAL,4-cylinder,4,front wheel drive,263,24200
6745,Mazda_Mazdaspeed 6_2006,Mazda,Mazdaspeed 6,2006,premium unleaded (required),MANUAL,4-cylinder,4,all wheel drive,274,27995
6747,Mazda_Mazdaspeed 6_2007,Mazda,Mazdaspeed 6,2007,premium unleaded (required),MANUAL,4-cylinder,4,all wheel drive,274,29925
6749,Mazda_Mazdaspeed MX-5 Miata_2004,Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),MANUAL,4-cylinder,2,rear wheel drive,178,25730
6750,Mazda_Mazdaspeed MX-5 Miata_2005,Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),MANUAL,4-cylinder,2,rear wheel drive,178,25780
6752,Mazda_Mazdaspeed Protege_2003,Mazda,Mazdaspeed Protege,2003,premium unleaded (required),MANUAL,4-cylinder,4,front wheel drive,170,20480
6754,BMW_M_2001,BMW,M,2001,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,315,44990
6756,BMW_M_2002,BMW,M,2002,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,315,44990
6757,BMW_M_2006,BMW,M,2006,premium unleaded (required),MANUAL,6-cylinder,2,rear wheel drive,330,49300
6759,Acura_MDX_2015,Acura,MDX,2015,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,290,44565
6767,Acura_MDX_2016,Acura,MDX,2016,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,front wheel drive,290,43015
6783,Acura_MDX_2017,Acura,MDX,2017,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,290,56400
6793,Mercedes-Benz_Metris_2016,Mercedes-Benz,Metris,2016,premium unleaded (recommended),AUTOMATIC,4-cylinder,4,rear wheel drive,208,32500
6795,Chevrolet_Metro_1999,Chevrolet,Metro,1999,regular unleaded,MANUAL,3-cylinder,2,front wheel drive,55,2000
6798,Chevrolet_Metro_2000,Chevrolet,Metro,2000,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,79,2000
6801,Chevrolet_Metro_2001,Chevrolet,Metro,2001,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,79,12515
6802,Mitsubishi_Mighty Max Pickup_1994,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,116,2000
6805,Mitsubishi_Mighty Max Pickup_1995,Mitsubishi,Mighty Max Pickup,1995,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,116,2000
6806,Mitsubishi_Mighty Max Pickup_1996,Mitsubishi,Mighty Max Pickup,1996,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,116,2000
6807,Mazda_Millenia_2000,Mazda,Millenia,2000,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,210,2381
6810,Mazda_Millenia_2001,Mazda,Millenia,2001,premium unleaded (required),AUTOMATIC,6-cylinder,4,front wheel drive,210,31025
6812,Mazda_Millenia_2002,Mazda,Millenia,2002,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,170,28075
6816,Infiniti_M_2012,Infiniti,M,2012,premium unleaded (required),AUTOMATIC,6-cylinder,4,all wheel drive,330,49850
6821,Infiniti_M_2013,Infiniti,M,2013,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,420,61200
6826,Mitsubishi_Mirage G4_2017,Mitsubishi,Mirage G4,2017,regular unleaded,MANUAL,3-cylinder,4,front wheel drive,78,13995
6829,Mitsubishi_Mirage_2014,Mitsubishi,Mirage,2014,regular unleaded,MANUAL,3-cylinder,4,front wheel drive,74,12995
6833,Mitsubishi_Mirage_2015,Mitsubishi,Mirage,2015,regular unleaded,MANUAL,3-cylinder,4,front wheel drive,74,12995
6838,Mitsubishi_Mirage_2017,Mitsubishi,Mirage,2017,regular unleaded,MANUAL,3-cylinder,4,front wheel drive,78,14795
6843,Lincoln_MKC_2015,Lincoln,MKC,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,240,46030
6847,Lincoln_MKC_2016,Lincoln,MKC,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,240,46455
6855,Lincoln_MKC_2017,Lincoln,MKC,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,240,41895
6863,Lincoln_MKS_2014,Lincoln,MKS,2014,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,304,38850
6866,Lincoln_MKS_2015,Lincoln,MKS,2015,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,365,45840
6869,Lincoln_MKS_2016,Lincoln,MKS,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,350,41005
6872,Lincoln_MKT_2015,Lincoln,MKT,2015,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,365,45205
6874,Lincoln_MKT_2016,Lincoln,MKT,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,303,43370
6876,Lincoln_MKT_2017,Lincoln,MKT,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,303,43530
6878,Lincoln_MKX_2015,Lincoln,MKX,2015,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,305,40850
6880,Lincoln_MKX_2016,Lincoln,MKX,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,303,44045
6888,Lincoln_MKX_2017,Lincoln,MKX,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,303,38260
6896,Lincoln_MKZ Hybrid_2011,Lincoln,MKZ Hybrid,2011,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,191,34645
6897,Lincoln_MKZ_2015,Lincoln,MKZ,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,231,45555
6903,Lincoln_MKZ_2016,Lincoln,MKZ,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,231,37080
6909,Lincoln_MKZ_2017,Lincoln,MKZ,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,,35010
6921,Mercedes-Benz_ML55 AMG_2000,Mercedes-Benz,ML55 AMG,2000,regular unleaded,AUTOMATIC,8-cylinder,4,all wheel drive,342,5650
6922,Tesla_Model S_2014,Tesla,Model S,2014,electric,DIRECT_DRIVE,0-cylinder,4,rear wheel drive,,79900
6926,Tesla_Model S_2015,Tesla,Model S,2015,electric,DIRECT_DRIVE,0-cylinder,4,rear wheel drive,,69900
6931,Tesla_Model S_2016,Tesla,Model S,2016,electric,DIRECT_DRIVE,0-cylinder,,all wheel drive,,79500
6940,Dodge_Monaco_1990,Dodge,Monaco,1990,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,150,2000
6942,Dodge_Monaco_1991,Dodge,Monaco,1991,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,150,2000
